xyz,Country,ISO3,Year,temperature
2191,Haiti,HTI,2006,25.20806667
2192,Honduras,HND,2006,24.07454167
2193,Hungary,HUN,2006,10.627205
2194,Iceland,ISL,2006,2.696631667
2195,India,IND,2006,24.7916
2196,Indonesia,IDN,2006,26.11608333
2197,Iran,IRN,2006,17.92703833
2198,Iraq,IRQ,2006,22.351705
2199,Ireland,IRL,2006,10.03956833
2200,Israel,ISR,2006,19.94886667
2201,Italy,ITA,2006,12.738265
2202,Jamaica,JAM,2006,25.88036667
2203,Japan,JPN,2006,11.26328667
2204,Jordan,JOR,2006,19.21434083
2205,Kazakhstan,KAZ,2006,7.1738475
2206,Kenya,KEN,2006,25.2572
2207,Kiribati,KIR,2006,27.50574167
2208,Kuwait,KWT,2006,26.207225
2209,Kyrgyzstan,KGZ,2006,3.777870833
2210,Laos,LAO,2006,23.85854167
2211,Latvia,LVA,2006,6.944879167
2212,Lebanon,LBN,2006,16.3089
2213,Lesotho,LSO,2006,13.1611275
2214,Liberia,LBR,2006,25.84385
2215,Libya,LBY,2006,22.7909
2216,Liechtenstein,LIE,2006,3.729303333
2217,Lithuania,LTU,2006,7.417224167
2218,Luxembourg,LUX,2006,10.312495
2219,MacaoSAR,China,2006,23.3531
2220,Macedonia,MKD,2006,10.08326917
2221,Madagascar,MDG,2006,22.70231667
2222,Malawi,MWI,2006,22.53470833
2223,Malaysia,MYS,2006,25.69846667
2224,Maldives,MDV,2006,28.2
2225,Mali,MLI,2006,28.9183
2226,Malta,MLT,2006,19.62510833
2227,MarshallIs.,MHL,2006,28.16583333
2228,Mauritania,MRT,2006,28.49790833
2229,Mauritius,MUS,2006,23.362125
2230,Mexico,MEX,2006,21.43239167
2231,Micronesia,FSM,2006,27.38460833
2232,Moldova,MDA,2006,9.915165833
2233,Monaco,MCO,2006,10.79789583
2234,Mongolia,MNG,2006,0.982481667
2235,Montenegro,MNE,2006,9.337793333
2236,Morocco,MAR,2006,18.48713083
2237,Mozambique,MOZ,2006,24.377525
2238,Myanmar,MMR,2006,23.322575
2239,Namibia,NAM,2006,20.75305833
2240,Nauru,NRU,2006,28.38333333
2241,Nepal,NPL,2006,13.22796
2242,Netherlands,NLD,2006,10.88997583
2243,NewCaledonia,NCL,2006,22.00514167
2244,NewZealand,NZL,2006,9.766229167
2245,Nicaragua,NIC,2006,25.32341667
2246,Niger,NER,2006,27.96813333
2247,Nigeria,NGA,2006,27.46434167
2248,Niue,NIU,2006,25.3958
2249,NorthKorea,PRK,2006,6.198568333
2250,NorthernMarianaIs.,MNP,2006,27.95500833
2251,Norway,NOR,2006,2.411405833
2252,Oman,OMN,2006,26.09785833
2253,Pakistan,PAK,2006,20.9946925
2254,Palau,PLW,2006,28.17291667
2255,Panama,PAN,2006,25.558625
2256,PapuaNewGuinea,PNG,2006,25.08169167
2257,Paraguay,PRY,2006,23.97136667
2258,Peru,PER,2006,19.75044167
2259,Philippines,PHL,2006,26.00159167
2260,Poland,POL,2006,8.688609167
2261,Portugal,PRT,2006,15.97986417
2262,PuertoRico,PRI,2006,25.40879167
2263,Qatar,QAT,2006,28.08216667
2264,Reunion,REU,2006,20.87115833
2265,Russia,RUS,2006,-5.897105833
2266,Rwanda,RWA,2006,20.1034
2267,Samoa,WSM,2006,27.61570833
2268,SanMarino,SMR,2006,12.6445625
2269,SaoTome&amp;Principe,STP,2006,24.09130833
2270,SaudiArabia,SAU,2006,25.54896667
2271,Senegal,SEN,2006,28.652125
2272,Serbia,SRB,2006,10.7708175
2273,Seychelles,SYC,2006,27.42975
2274,SierraLeone,SLE,2006,26.57898333
2275,Singapore,SGP,2006,27.64090833
2276,Slovakia,SVK,2006,8.166851667
2277,Slovenia,SVN,2006,9.599124167
2278,SolomonIs.,SLB,2006,25.81535833
2279,Somalia,SOM,2006,27.324225
2280,SouthAfrica,ZAF,2006,18.04168333
2281,SouthKorea,KOR,2006,11.44408333
2282,SouthSudan,SSD,2006,28.14889167
2283,Spain,ESP,2006,14.38038917
2284,SriLanka,LKA,2006,27.170825
2285,St.Kitts&amp;Nevis,KNA,2006,25.14788333
2286,St.Lucia,LCA,2006,26.47033333
2287,St.Vincent&amp;theGrenadines,VCT,2006,27.5083
2288,Sudan,SDN,2006,27.75228333
2289,Suriname,SUR,2006,26.26173333
2290,Swaziland,SWZ,2006,20.28285
2291,Sweden,SWE,2006,3.17113
2292,Switzerland,CHE,2006,6.906180833
2293,Syria,SYR,2006,18.28464833
2294,Tajikistan,TJK,2006,4.615576667
2295,Tanzania,TZA,2006,22.85568333
2296,Thailand,THA,2006,26.494775
2297,TheBahamas,BHS,2006,25.26845
2298,TheGambia,GMB,2006,27.941575
2299,TimorLeste,TLS,2006,24.787375
2300,Togo,TGO,2006,27.59223333
2301,Tonga,TON,2006,25.120325
2302,Trinidad&amp;Tobago,TTO,2006,26.621
2303,Tunisia,TUN,2006,20.6895875
2304,Turkey,TUR,2006,11.59687333
2305,Turkmenistan,TKM,2006,16.3028475
2306,Turks&amp;CaicosIs.,TCA,2006,26.36781667
2307,Tuvalu,TUV,2006,28.54424167
2308,Uganda,UGA,2006,23.77296667
2309,Ukraine,UKR,2006,8.612933333
2310,UnitedArabEmirates,ARE,2006,27.6188
2311,UnitedKingdom,GBR,2006,9.5483875
2312,UnitedStates,USA,2006,7.971669167
2313,Uruguay,URY,2006,18.290425
2314,Uzbekistan,UZB,2006,13.434565
2315,Vanuatu,VUT,2006,24.02124167
2316,Venezuela,VEN,2006,25.946375
2317,Vietnam,VNM,2006,24.71604167
2318,VirginIs.,VIR,2006,25.88109167
2319,Yemen,YEM,2006,23.97149167
2320,Zambia,ZMB,2006,22.38806667
2321,Zimbabwe,ZWE,2006,22.063325
2322,Afghanistan,AFG,2005,13.38219167
2323,Albania,ALB,2005,11.40586083
2324,Algeria,DZA,2005,23.41323333
2325,AmericanSamoa,ASM,2005,27.83976667
2326,Andorra,AND,2005,11.41137167
2327,Angola,AGO,2005,22.74405
2328,Antigua&amp;Barbuda,ATG,2005,26.21449167
2329,Argentina,ARG,2005,14.35741
2330,Armenia,ARM,2005,7.787456667
2331,Aruba,ABW,2005,28.45170833
2332,Australia,AUS,2005,22.50601667
2333,Austria,AUT,2005,6.3343775
2334,Azerbaijan,AZE,2005,12.58362917
2335,Bahrain,BHR,2005,27.700975
2336,Bangladesh,BGD,2005,25.62765833
2337,Barbados,BRB,2005,26.93374167
2338,Belarus,BLR,2005,7.026929167
2339,Belgium,BEL,2005,10.71058833
2340,Belize,BLZ,2005,25.83631667
2341,Benin,BEN,2005,28.22304167
2342,Bermuda,BMU,2005,21.33333333
2343,Bhutan,BTN,2005,12.47417417
2344,Bolivia,BOL,2005,20.7067
2345,Bosnia&amp;Herzegovina,BIH,2005,9.484980833
2346,Botswana,BWA,2005,23.00594167
2347,Brazil,BRA,2005,25.770675
2348,BritishVirginIs.,VGB,2005,25.951175
2349,Brunei,BRN,2005,25.725175
2350,Bulgaria,BGR,2005,10.76079583
2351,BurkinaFaso,BFA,2005,29.1369
2352,Burundi,BDI,2005,21.58731667
2353,Cambodia,KHM,2005,27.90050833
2354,Cameroon,CMR,2005,25.20259167
2355,Canada,CAN,2005,-5.349289167
2356,CapeVerde,CPV,2005,23.89961667
2357,CaymanIs.,CYM,2005,27.65833333
2358,CentralAfricanRepublic,CAF,2005,25.86166667
2359,Chad,TCD,2005,27.944875
2360,Chile,CHL,2005,8.2710375
2361,China,CHN,2005,6.960239167
2362,CocosIs.,CCK,2005,26.64166667
2363,Colombia,COL,2005,24.74704167
2364,Comoros,COM,2005,25.95316667
2365,Congo,COG,2005,25.026975
2366,CookIs.,COK,2005,24.38926667
2367,CostaRica,CRI,2005,24.82310833
2368,Coted'Ivoire,CIV,2005,26.96271667
2369,Croatia,HRV,2005,10.44758333
2370,Cuba,CUB,2005,25.855925
2371,Cyprus,CYP,2005,19.32745833
2372,CzechRepublic,CZE,2005,8.218499167
2373,Denmark,DNK,2005,8.727361667
2374,Djibouti,DJI,2005,28.27956667
2375,Dominica,DMA,2005,25.10256667
2376,DominicanRepublic,DOM,2005,24.42971667
2377,Ecuador,ECU,2005,21.41781667
2378,Egypt,EGY,2005,23.07794167
2379,ElSalvador,SLV,2005,24.54225833
2380,EquatorialGuinea,GNQ,2005,24.99815
2381,Eritrea,ERI,2005,27.13773333
2382,Estonia,EST,2005,6.053734167
2383,Ethiopia,ETH,2005,23.24226667
2384,FaroeIs.,FRO,2005,6.692445
2385,Fiji,FJI,2005,24.55855833
2386,Finland,FIN,2005,3.080414167
2387,France,FRA,2005,11.3507875
2388,FrenchPolynesia,PYF,2005,24.97906667
2389,Gabon,GAB,2005,25.406975
2390,Georgia,GEO,2005,6.987455
2391,Germany,DEU,2005,9.236941667
2392,Ghana,GHA,2005,27.900425
2393,Gibraltar,GIB,2005,17.29291667
2394,Greece,GRC,2005,13.85726
2395,Greenland,GRL,2005,-16.07166667
2396,Grenada,GRD,2005,27.401
2397,Guam,GUM,2005,28.02925833
2398,Guatemala,GTM,2005,24.17628333
2399,Guinea,GIN,2005,26.56546667
2400,Guinea-Bissau,GNB,2005,27.84958333
2401,Guyana,GUY,2005,26.3253
2402,Haiti,HTI,2005,25.18769167
2403,Honduras,HND,2005,24.11685833
2404,Hungary,HUN,2005,9.9632525
2405,Iceland,ISL,2005,2.108725
2406,India,IND,2005,24.45720833
2407,Indonesia,IDN,2005,26.29611667
2408,Iran,IRN,2005,17.65536083
2409,Iraq,IRQ,2005,22.22970833
2410,Ireland,IRL,2005,9.923459167
2411,Israel,ISR,2005,20.07330833
2412,Italy,ITA,2005,12.00343
2413,Jamaica,JAM,2005,25.788625
2414,Japan,JPN,2005,11.05663
2415,Jordan,JOR,2005,19.30518333
2416,Kazakhstan,KAZ,2005,7.224371667
2417,Kenya,KEN,2005,25.32981667
2418,Kiribati,KIR,2005,27.50574167
2419,Kuwait,KWT,2005,25.9174
2420,Kyrgyzstan,KGZ,2005,3.329485
2421,Laos,LAO,2005,24.23908333
2422,Latvia,LVA,2005,6.310965
2423,Lebanon,LBN,2005,16.43411
2424,Lesotho,LSO,2005,13.8031225
2425,Liberia,LBR,2005,25.98053333
2426,Libya,LBY,2005,22.85814167
2427,Liechtenstein,LIE,2005,2.894689167
2428,Lithuania,LTU,2005,6.819021667
2429,Luxembourg,LUX,2005,9.9701225
2430,MacaoSAR,China,2005,22.9135
2431,Macedonia,MKD,2005,9.82969
2432,Madagascar,MDG,2005,22.71601667
2433,Malawi,MWI,2005,23.14285
2434,Malaysia,MYS,2005,25.83821667
2435,Maldives,MDV,2005,28.44166667
2436,Mali,MLI,2005,29.30665
2437,Malta,MLT,2005,19.051725
2438,MarshallIs.,MHL,2005,28.26583333
2439,Mauritania,MRT,2005,28.74600833
2440,Mauritius,MUS,2005,23.05321667
2441,Mexico,MEX,2005,21.29373333
2442,Micronesia,FSM,2005,27.47875
2443,Moldova,MDA,2005,10.15136667
2444,Monaco,MCO,2005,9.91192
2445,Mongolia,MNG,2005,-0.189255
2446,Montenegro,MNE,2005,8.6927075
2447,Morocco,MAR,2005,18.18865
2448,Mozambique,MOZ,2005,24.93669167
2449,Myanmar,MMR,2005,23.65099167
2450,Namibia,NAM,2005,21.26666667
2451,Nauru,NRU,2005,28.56666667
2452,Nepal,NPL,2005,12.70260583
2453,Netherlands,NLD,2005,10.48308333
2454,NewCaledonia,NCL,2005,22.251975
2455,NewZealand,NZL,2005,10.45643
2456,Nicaragua,NIC,2005,25.25245833
2457,Niger,NER,2005,28.23429167
2458,Nigeria,NGA,2005,27.60865
2459,Niue,NIU,2005,25.62496667
2460,NorthKorea,PRK,2005,5.741615
2461,NorthernMarianaIs.,MNP,2005,28.003475
2462,Norway,NOR,2005,2.118913333
2463,Oman,OMN,2005,26.01735833
2464,Pakistan,PAK,2005,20.1510325
2465,Palau,PLW,2005,27.93715833
2466,Panama,PAN,2005,25.504925
2467,PapuaNewGuinea,PNG,2005,25.216325
2468,Paraguay,PRY,2005,23.48086667
2469,Peru,PER,2005,19.60653333
2470,Philippines,PHL,2005,25.9626
2471,Poland,POL,2005,8.32686
2472,Portugal,PRT,2005,15.3874175
2473,PuertoRico,PRI,2005,25.46939167
2474,Qatar,QAT,2005,27.78863333
2475,Reunion,REU,2005,20.6199
2476,Russia,RUS,2005,-4.634284167
2477,Rwanda,RWA,2005,20.76556667
2478,Samoa,WSM,2005,27.89368333
2479,SanMarino,SMR,2005,11.82714
2480,SaoTome&amp;Principe,STP,2005,23.99918333
2481,SaudiArabia,SAU,2005,25.43601667
2482,Senegal,SEN,2005,28.92445
2483,Serbia,SRB,2005,10.08101917
2484,Seychelles,SYC,2005,27.37195833
2485,SierraLeone,SLE,2005,26.78664167
2486,Singapore,SGP,2005,27.89034167
2487,Slovakia,SVK,2005,7.705544167
2488,Slovenia,SVN,2005,8.702243333
2489,SolomonIs.,SLB,2005,25.88604167
2490,Somalia,SOM,2005,27.270075
2491,SouthAfrica,ZAF,2005,18.55558333
2492,SouthKorea,KOR,2005,10.95692917
2493,SouthSudan,SSD,2005,28.36441667
2494,Spain,ESP,2005,13.64265333
2495,SriLanka,LKA,2005,27.21448333
2496,St.Kitts&amp;Nevis,KNA,2005,25.24161667
2497,St.Lucia,LCA,2005,26.5768
2498,St.Vincent&amp;theGrenadines,VCT,2005,27.62748333
2499,Sudan,SDN,2005,28.16495
2500,Suriname,SUR,2005,26.531675
2501,Swaziland,SWZ,2005,21.00960833
2502,Sweden,SWE,2005,2.932355
2503,Switzerland,CHE,2005,6.217944167
2504,Syria,SYR,2005,18.3040975
2505,Tajikistan,TJK,2005,4.221793333
2506,Tanzania,TZA,2005,23.41730833
2507,Thailand,THA,2005,27.12239167
2508,TheBahamas,BHS,2005,25.273275
2509,TheGambia,GMB,2005,28.34285833
2510,TimorLeste,TLS,2005,25.94589167
2511,Togo,TGO,2005,27.69808333
2512,Tonga,TON,2005,25.29886667
2513,Trinidad&amp;Tobago,TTO,2005,26.70428333
2514,Tunisia,TUN,2005,20.07571583
2515,Turkey,TUR,2005,11.58715833
2516,Turkmenistan,TKM,2005,16.21388583
2517,Turks&amp;CaicosIs.,TCA,2005,26.38925
2518,Tuvalu,TUV,2005,28.77833333
2519,Uganda,UGA,2005,24.017025
2520,Ukraine,UKR,2005,8.998454167
2521,UnitedArabEmirates,ARE,2005,27.48349167
2522,UnitedKingdom,GBR,2005,9.324721667
2523,UnitedStates,USA,2005,7.931033333
2524,Uruguay,URY,2005,18.016725
2525,Uzbekistan,UZB,2005,13.67707083
2526,Vanuatu,VUT,2005,24.33043333
2527,Venezuela,VEN,2005,26.05616667
2528,Vietnam,VNM,2005,24.81881667
2529,VirginIs.,VIR,2005,25.951175
2530,Yemen,YEM,2005,23.89230833
2531,Zambia,ZMB,2005,23.36818333
2532,Zimbabwe,ZWE,2005,22.94068333
2533,Afghanistan,AFG,2004,14.15419083
2534,Albania,ALB,2004,11.88403083
2535,Algeria,DZA,2004,23.3809
2536,AmericanSamoa,ASM,2004,27.48461667
2537,Andorra,AND,2004,11.79260167
2538,Angola,AGO,2004,22.195025
2539,Antigua&amp;Barbuda,ATG,2004,25.83463333
2540,Argentina,ARG,2004,14.702505
2541,Armenia,ARM,2004,7.633621667
2542,Aruba,ABW,2004,28.25703333
2543,Australia,AUS,2004,21.98045
2544,Austria,AUT,2004,6.679756667
2545,Azerbaijan,AZE,2004,12.53145
2546,Bahrain,BHR,2004,27.93515833
2547,Bangladesh,BGD,2004,25.45725
2548,Barbados,BRB,2004,26.60589167
2549,Belarus,BLR,2004,7.070955
2550,Belgium,BEL,2004,10.44421417
2551,Belize,BLZ,2004,25.831425
2552,Benin,BEN,2004,27.90078333
2553,Bermuda,BMU,2004,21.73333333
2554,Bhutan,BTN,2004,12.21845333
2555,Bolivia,BOL,2004,20.98376667
2556,Bosnia&amp;Herzegovina,BIH,2004,10.00665917
2557,Botswana,BWA,2004,22.5957
2558,Brazil,BRA,2004,25.481775
2559,BritishVirginIs.,VGB,2004,25.67545
2560,Brunei,BRN,2004,25.6457
2561,Bulgaria,BGR,2004,11.1483525
2562,BurkinaFaso,BFA,2004,28.86625
2563,Burundi,BDI,2004,21.24899167
2564,Cambodia,KHM,2004,27.75745
2565,Cameroon,CMR,2004,25.123475
2566,Canada,CAN,2004,-7.077128333
2567,CapeVerde,CPV,2004,23.58765
2568,CaymanIs.,CYM,2004,27.675
2569,CentralAfricanRepublic,CAF,2004,25.72225
2570,Chad,TCD,2004,27.7962
2571,Chile,CHL,2004,8.77546
2572,China,CHN,2004,7.324454167
2573,CocosIs.,CCK,2004,26.69166667
2574,Colombia,COL,2004,24.65685833
2575,Comoros,COM,2004,25.590575
2576,Congo,COG,2004,25.07643333
2577,CookIs.,COK,2004,24.50205
2578,CostaRica,CRI,2004,24.99006667
2579,Coted'Ivoire,CIV,2004,26.77835833
2580,Croatia,HRV,2004,10.90799083
2581,Cuba,CUB,2004,25.9033
2582,Cyprus,CYP,2004,19.366975
2583,CzechRepublic,CZE,2004,8.41035
2584,Denmark,DNK,2004,8.6548225
2585,Djibouti,DJI,2004,28.237925
2586,Dominica,DMA,2004,24.7097
2587,DominicanRepublic,DOM,2004,24.3971
2588,Ecuador,ECU,2004,21.65231667
2589,Egypt,EGY,2004,23.06610833
2590,ElSalvador,SLV,2004,24.568275
2591,EquatorialGuinea,GNQ,2004,25.09598333
2592,Eritrea,ERI,2004,26.92215833
2593,Estonia,EST,2004,5.987170833
2594,Ethiopia,ETH,2004,23.22125833
2595,FaroeIs.,FRO,2004,7.16488
2596,Fiji,FJI,2004,24.40794167
2597,Finland,FIN,2004,2.421843333
2598,France,FRA,2004,11.3837125
2599,FrenchPolynesia,PYF,2004,24.893675
2600,Gabon,GAB,2004,25.47428333
2601,Georgia,GEO,2004,6.822559167
2602,Germany,DEU,2004,9.1535975
2603,Ghana,GHA,2004,27.60764167
2604,Gibraltar,GIB,2004,17.44166667
2605,Greece,GRC,2004,14.20558167
2606,Greenland,GRL,2004,-17.3058
2607,Grenada,GRD,2004,27.043675
2608,Guam,GUM,2004,28.03759167
2609,Guatemala,GTM,2004,24.19294167
2610,Guinea,GIN,2004,26.5171
2611,Guinea-Bissau,GNB,2004,27.72435833
2612,Guyana,GUY,2004,26.135025
2613,Haiti,HTI,2004,25.182725
2614,Honduras,HND,2004,24.12895
2615,Hungary,HUN,2004,10.36138333
2616,Iceland,ISL,2004,2.921126667
2617,India,IND,2004,24.702525
2618,Indonesia,IDN,2004,26.23704167
2619,Iran,IRN,2004,17.87699583
2620,Iraq,IRQ,2004,22.22899333
2621,Ireland,IRL,2004,9.810171667
2622,Israel,ISR,2004,20.16271667
2623,Italy,ITA,2004,12.40793833
2624,Jamaica,JAM,2004,25.83456667
2625,Japan,JPN,2004,11.9587975
2626,Jordan,JOR,2004,19.39212917
2627,Kazakhstan,KAZ,2004,7.651355833
2628,Kenya,KEN,2004,25.31244167
2629,Kiribati,KIR,2004,27.50574167
2630,Kuwait,KWT,2004,26.07144167
2631,Kyrgyzstan,KGZ,2004,3.869720833
2632,Laos,LAO,2004,23.8393
2633,Latvia,LVA,2004,6.465985833
2634,Lebanon,LBN,2004,16.528355
2635,Lesotho,LSO,2004,13.63069833
2636,Liberia,LBR,2004,25.89919167
2637,Libya,LBY,2004,22.87234167
2638,Liechtenstein,LIE,2004,3.165245833
2639,Lithuania,LTU,2004,6.947184167
2640,Luxembourg,LUX,2004,9.696259167
2641,MacaoSAR,China,2004,23.10334167
2642,Macedonia,MKD,2004,10.3124175
2643,Madagascar,MDG,2004,22.457
2644,Malawi,MWI,2004,22.42118333
2645,Malaysia,MYS,2004,25.7775
2646,Maldives,MDV,2004,28.25
2647,Mali,MLI,2004,29.17704167
2648,Malta,MLT,2004,19.25576667
2649,MarshallIs.,MHL,2004,28.39916667
2650,Mauritania,MRT,2004,28.5289
2651,Mauritius,MUS,2004,23.18808333
2652,Mexico,MEX,2004,20.94625833
2653,Micronesia,FSM,2004,27.377575
2654,Moldova,MDA,2004,10.17791917
2655,Monaco,MCO,2004,10.3046925
2656,Mongolia,MNG,2004,1.259895833
2657,Montenegro,MNE,2004,9.250446667
2658,Morocco,MAR,2004,18.05962167
2659,Mozambique,MOZ,2004,24.24160833
2660,Myanmar,MMR,2004,23.15523333
2661,Namibia,NAM,2004,21.1765
2662,Nauru,NRU,2004,28.68333333
2663,Nepal,NPL,2004,12.897765
2664,Netherlands,NLD,2004,10.2611525
2665,NewCaledonia,NCL,2004,22.303775
2666,NewZealand,NZL,2004,9.417674167
2667,Nicaragua,NIC,2004,25.30375
2668,Niger,NER,2004,27.96435
2669,Nigeria,NGA,2004,27.3431
2670,Niue,NIU,2004,25.22915
2671,NorthKorea,PRK,2004,6.902144167
2672,NorthernMarianaIs.,MNP,2004,27.98786667
2673,Norway,NOR,2004,2.0037275
2674,Oman,OMN,2004,26.22359167
2675,Pakistan,PAK,2004,21.05118917
2676,Palau,PLW,2004,28.105
2677,Panama,PAN,2004,25.46080833
2678,PapuaNewGuinea,PNG,2004,25.18831667
2679,Paraguay,PRY,2004,23.43135
2680,Peru,PER,2004,19.830625
2681,Philippines,PHL,2004,25.87509167
2682,Poland,POL,2004,8.402561667
2683,Portugal,PRT,2004,15.39620917
2684,PuertoRico,PRI,2004,25.2316
2685,Qatar,QAT,2004,28.01565833
2686,Reunion,REU,2004,20.76538333
2687,Russia,RUS,2004,-5.717749167
2688,Rwanda,RWA,2004,20.4848
2689,Samoa,WSM,2004,27.57975833
2690,SanMarino,SMR,2004,12.31374833
2691,SaoTome&amp;Principe,STP,2004,24.02501667
2692,SaudiArabia,SAU,2004,25.557125
2693,Senegal,SEN,2004,28.826625
2694,Serbia,SRB,2004,10.64296083
2695,Seychelles,SYC,2004,27.186625
2696,SierraLeone,SLE,2004,26.748925
2697,Singapore,SGP,2004,27.788225
2698,Slovakia,SVK,2004,8.055913333
2699,Slovenia,SVN,2004,9.106785
2700,SolomonIs.,SLB,2004,25.97715833
2701,Somalia,SOM,2004,27.31648333
2702,SouthAfrica,ZAF,2004,18.46584167
2703,SouthKorea,KOR,2004,11.93247917
2704,SouthSudan,SSD,2004,28.1837
2705,Spain,ESP,2004,13.81244167
2706,SriLanka,LKA,2004,27.12045833
2707,St.Kitts&amp;Nevis,KNA,2004,24.86874167
2708,St.Lucia,LCA,2004,26.20181667
2709,St.Vincent&amp;theGrenadines,VCT,2004,27.26164167
2710,Sudan,SDN,2004,27.97438333
2711,Suriname,SUR,2004,26.227175
2712,Swaziland,SWZ,2004,20.598875
2713,Sweden,SWE,2004,2.615503333
2714,Switzerland,CHE,2004,6.424534167
2715,Syria,SYR,2004,18.27100667
2716,Tajikistan,TJK,2004,4.824535
2717,Tanzania,TZA,2004,23.00695833
2718,Thailand,THA,2004,26.84253333
2719,TheBahamas,BHS,2004,25.259875
2720,TheGambia,GMB,2004,28.16465833
2721,TimorLeste,TLS,2004,25.36031667
2722,Togo,TGO,2004,27.38066667
2723,Tonga,TON,2004,24.99705
2724,Trinidad&amp;Tobago,TTO,2004,26.42674167
2725,Tunisia,TUN,2004,20.23033333
2726,Turkey,TUR,2004,11.460005
2727,Turkmenistan,TKM,2004,16.48532583
2728,Turks&amp;CaicosIs.,TCA,2004,26.40351667
2729,Tuvalu,TUV,2004,28.610125
2730,Uganda,UGA,2004,23.88851667
2731,Ukraine,UKR,2004,8.903438333
2732,UnitedArabEmirates,ARE,2004,27.750975
2733,UnitedKingdom,GBR,2004,9.360186667
2734,UnitedStates,USA,2004,7.713543333
2735,Uruguay,URY,2004,18.02366667
2736,Uzbekistan,UZB,2004,14.1167825
2737,Vanuatu,VUT,2004,24.33583333
2738,Venezuela,VEN,2004,25.89131667
2739,Vietnam,VNM,2004,24.61105833
2740,VirginIs.,VIR,2004,25.67545
2741,Yemen,YEM,2004,23.95591667
2742,Zambia,ZMB,2004,22.47204167
2743,Zimbabwe,ZWE,2004,22.13720833
2744,Afghanistan,AFG,2003,13.313425
2745,Albania,ALB,2003,12.13840083
2746,Algeria,DZA,2003,23.70901667
2747,AmericanSamoa,ASM,2003,27.70148333
2748,Andorra,AND,2003,12.41421583
2749,Angola,AGO,2003,22.48041667
2750,Antigua&amp;Barbuda,ATG,2003,26.11526667
2751,Argentina,ARG,2003,14.72075583
2752,Armenia,ARM,2003,7.501661667
2753,Aruba,ABW,2003,28.721925
2754,Australia,AUS,2003,22.13111667
2755,Austria,AUT,2003,7.1842925
2756,Azerbaijan,AZE,2003,12.01561417
2757,Bahrain,BHR,2003,28.0828
2758,Bangladesh,BGD,2003,25.375425
2759,Barbados,BRB,2003,26.81726667
2760,Belarus,BLR,2003,6.859054167
2761,Belgium,BEL,2003,10.82408583
2762,Belize,BLZ,2003,25.836575
2763,Benin,BEN,2003,28.05965833
2764,Bermuda,BMU,2003,21.50833333
2765,Bhutan,BTN,2003,12.20220083
2766,Bolivia,BOL,2003,20.59308333
2767,Bosnia&amp;Herzegovina,BIH,2003,10.36711083
2768,Botswana,BWA,2003,22.54615833
2769,Brazil,BRA,2003,25.57133333
2770,BritishVirginIs.,VGB,2003,26.0453
2771,Brunei,BRN,2003,25.7295
2772,Bulgaria,BGR,2003,10.72907167
2773,BurkinaFaso,BFA,2003,28.82043333
2774,Burundi,BDI,2003,21.42040833
2775,Cambodia,KHM,2003,27.857175
2776,Cameroon,CMR,2003,25.04466667
2777,Canada,CAN,2003,-5.909005
2778,CapeVerde,CPV,2003,23.46998333
2779,CaymanIs.,CYM,2003,27.85
2780,CentralAfricanRepublic,CAF,2003,25.51910833
2781,Chad,TCD,2003,27.66113333
2782,Chile,CHL,2003,8.561853333
2783,China,CHN,2003,7.021541667
2784,CocosIs.,CCK,2003,26.75
2785,Colombia,COL,2003,24.859525
2786,Comoros,COM,2003,25.76949167
2787,Congo,COG,2003,24.86411667
2788,CookIs.,COK,2003,24.243725
2789,CostaRica,CRI,2003,25.2447
2790,Coted'Ivoire,CIV,2003,26.80473333
2791,Croatia,HRV,2003,11.381075
2792,Cuba,CUB,2003,26.11841667
2793,Cyprus,CYP,2003,19.57295583
2794,CzechRepublic,CZE,2003,8.723819167
2795,Denmark,DNK,2003,8.618799167
2796,Djibouti,DJI,2003,28.38844167
2797,Dominica,DMA,2003,24.96095
2798,DominicanRepublic,DOM,2003,24.7176
2799,Ecuador,ECU,2003,21.63790833
2800,Egypt,EGY,2003,23.02796667
2801,ElSalvador,SLV,2003,24.60345833
2802,EquatorialGuinea,GNQ,2003,25.11043333
2803,Eritrea,ERI,2003,27.02969167
2804,Estonia,EST,2003,5.754989167
2805,Ethiopia,ETH,2003,23.249325
2806,FaroeIs.,FRO,2003,7.512205
2807,Fiji,FJI,2003,24.38169167
2808,Finland,FIN,2003,2.310938333
2809,France,FRA,2003,11.8987675
2810,FrenchPolynesia,PYF,2003,25.08585833
2811,Gabon,GAB,2003,25.42306667
2812,Georgia,GEO,2003,6.581839167
2813,Germany,DEU,2003,9.521808333
2814,Ghana,GHA,2003,27.72369167
2815,Gibraltar,GIB,2003,17.73479167
2816,Greece,GRC,2003,14.2224325
2817,Greenland,GRL,2003,-16.55244167
2818,Grenada,GRD,2003,27.236825
2819,Guam,GUM,2003,27.90425833
2820,Guatemala,GTM,2003,24.18301667
2821,Guinea,GIN,2003,26.336975
2822,Guinea-Bissau,GNB,2003,27.56899167
2823,Guyana,GUY,2003,26.38268333
2824,Haiti,HTI,2003,25.45110833
2825,Honduras,HND,2003,24.21286667
2826,Hungary,HUN,2003,10.55658083
2827,Iceland,ISL,2003,3.2738775
2828,India,IND,2003,24.61579167
2829,Indonesia,IDN,2003,26.25609167
2830,Iran,IRN,2003,17.678855
2831,Iraq,IRQ,2003,22.31630833
2832,Ireland,IRL,2003,9.935135
