xyz,time,countryname,countrycode,Education,Unemployment,PovertyRatio,NetMigration,population,GDPpc,GINI,yearcountryWB
443,1981,Armenia,ARM,-1,-1,-1,-1,3148092,-1,-1,1981ARM
444,1981,Aruba,ABW,-1,-1,-1,-1,60567,-1,-1,1981ABW
445,1981,Australia,AUS,-1,5.783599854,-1,-1,14927000,-1,31.3,1981AUS
446,1981,Austria,AUT,50.7143898,-1,-1,-1,7568710,-1,-1,1981AUT
447,1981,Azerbaijan,AZE,-1,-1,-1,-1,6249320,-1,-1,1981AZE
448,1981,"Bahamas, The",BHS,-1,-1,-1,-1,215396,-1,-1,1981BHS
449,1981,Bahrain,BHR,-1,3.099999905,-1,-1,374120,-1,-1,1981BHR
450,1981,Bangladesh,BGD,5.496049881,-1,-1,-1,83721268,-1,-1,1981BGD
451,1981,Barbados,BRB,-1,7.230000019,-1,-1,253080,-1,-1,1981BRB
452,1981,Belarus,BLR,-1,-1,-1,-1,9710000,-1,-1,1981BLR
453,1981,Belgium,BEL,-1,-1,-1,-1,9858982,-1,-1,1981BEL
454,1981,Belize,BLZ,-1,-1,-1,-1,147566,-1,-1,1981BLZ
455,1981,Benin,BEN,-1,-1,-1,-1,3820128,-1,-1,1981BEN
456,1981,Bermuda,BMU,-1,-1,-1,-1,55050,-1,-1,1981BMU
457,1981,Bhutan,BTN,-1,-1,-1,-1,420380,-1,-1,1981BTN
458,1981,Bolivia,BOL,-1,10.15999985,-1,-1,5711599,-1,-1,1981BOL
459,1981,Bosnia and Herzegovina,BIH,-1,-1,-1,-1,4222511,-1,-1,1981BIH
460,1981,Botswana,BWA,-1,-1,-1,-1,1038397,-1,-1,1981BWA
461,1981,Brazil,BRA,-1,3.99000001,-1,-1,124030908,-1,58,1981BRA
462,1981,British Virgin Islands,VGB,-1,-1,-1,-1,11315,-1,-1,1981VGB
463,1981,Brunei Darussalam,BRN,-1,7.842000008,-1,-1,200085,-1,-1,1981BRN
464,1981,Bulgaria,BGR,-1,-1,-1,-1,8891117,-1,-1,1981BGR
465,1981,Burkina Faso,BFA,-1,-1,-1,-1,6985160,-1,-1,1981BFA
466,1981,Burundi,BDI,-1,-1,-1,-1,4223195,-1,-1,1981BDI
467,1981,Cabo Verde,CPV,-1,-1,-1,-1,291602,-1,-1,1981CPV
468,1981,Cambodia,KHM,-1,-1,-1,-1,6748193,-1,-1,1981KHM
469,1981,Cameroon,CMR,-1,-1,-1,-1,8883016,-1,-1,1981CMR
470,1981,Canada,CAN,-1,7.60710001,-1,-1,24900000,-1,32.4,1981CAN
471,1981,Cayman Islands,CYM,-1,-1,-1,-1,16789,-1,-1,1981CYM
472,1981,Central African Republic,CAF,-1,-1,-1,-1,2346797,-1,-1,1981CAF
473,1981,Chad,TCD,-1,-1,-1,-1,4610167,-1,-1,1981TCD
474,1981,Channel Islands,CHI,-1,-1,-1,-1,128981,-1,-1,1981CHI
475,1981,Chile,CHL,-1,11.35000038,-1,-1,11439144,-1,-1,1981CHL
476,1981,China,CHN,-1,3.799999952,-1,-1,993885000,-1,-1,1981CHN
477,1981,Colombia,COL,-1,8.130000114,-1,-1,28375991,-1,-1,1981COL
478,1981,Comoros,COM,-1,-1,-1,-1,317606,-1,-1,1981COM
479,1981,"Congo, Dem. Rep.",COD,-1,-1,-1,-1,27039468,-1,-1,1981COD
480,1981,"Congo, Rep.",COG,-1,-1,-1,-1,1894676,-1,-1,1981COG
481,1981,Costa Rica,CRI,-1,-1,-1,-1,2454129,-1,47.5,1981CRI
482,1981,Cote d'Ivoire,CIV,-1,-1,-1,-1,8664057,-1,-1,1981CIV
483,1981,Croatia,HRV,-1,-1,-1,-1,4608000,-1,-1,1981HRV
484,1981,Cuba,CUB,-1,-1,-1,-1,9884213,-1,-1,1981CUB
485,1981,Curacao,CUW,-1,-1,-1,-1,148629,-1,-1,1981CUW
486,1981,Cyprus,CYP,-1,2.599999905,-1,-1,689173,-1,-1,1981CYP
487,1981,Czech Republic,CZE,-1,-1,-1,-1,10300591,-1,-1,1981CZE
488,1981,Denmark,DNK,-1,9.199999809,-1,-1,5121572,-1,-1,1981DNK
489,1981,Djibouti,DJI,-1,-1,-1,-1,374937,-1,-1,1981DJI
490,1981,Dominica,DMA,-1,-1,-1,-1,75375,-1,-1,1981DMA
491,1981,Dominican Republic,DOM,-1,-1,-1,-1,5943591,-1,-1,1981DOM
492,1981,Ecuador,ECU,-1,-1,-1,-1,8183194,-1,-1,1981ECU
493,1981,"Egypt, Arab Rep.",EGY,-1,4.96999979,-1,-1,45216506,-1,-1,1981EGY
494,1981,El Salvador,SLV,-1,-1,-1,-1,4655364,-1,-1,1981SLV
495,1981,Equatorial Guinea,GNQ,-1,-1,-1,-1,270063,-1,-1,1981GNQ
496,1981,Eritrea,ERI,-1,-1,-1,-1,2454766,-1,-1,1981ERI
497,1981,Estonia,EST,-1,-1,-1,-1,1487666,-1,-1,1981EST
498,1981,Eswatini,SWZ,-1,-1,-1,-1,621276,-1,-1,1981SWZ
499,1981,Ethiopia,ETH,-1,-1,-1,-1,36120288,-1,-1,1981ETH
500,1981,Faroe Islands,FRO,-1,-1,-1,-1,43917,-1,-1,1981FRO
501,1981,Fiji,FJI,-1,-1,-1,-1,650955,-1,-1,1981FJI
502,1981,Finland,FIN,-1,5.039999962,-1,-1,4799964,-1,-1,1981FIN
503,1981,France,FRA,-1,7.539999962,-1,-1,55585824,-1,-1,1981FRA
504,1981,French Polynesia,PYF,-1,-1,-1,-1,156243,-1,-1,1981PYF
505,1981,Gabon,GAB,-1,-1,-1,-1,747587,-1,-1,1981GAB
506,1981,"Gambia, The",GMB,-1,-1,-1,-1,625411,-1,-1,1981GMB
507,1981,Georgia,GEO,-1,-1,-1,-1,4504500,-1,-1,1981GEO
508,1981,Germany,DEU,-1,-1,-1,-1,78407907,-1,-1,1981DEU
509,1981,Ghana,GHA,-1,-1,-1,-1,11117605,-1,-1,1981GHA
510,1981,Gibraltar,GIB,-1,-1,-1,-1,30334,-1,-1,1981GIB
511,1981,Greece,GRC,21.20000076,3.420000076,-1,-1,9729350,-1,-1,1981GRC
512,1981,Greenland,GRL,-1,-1,-1,-1,51000,-1,-1,1981GRL
513,1981,Grenada,GRD,-1,-1,-1,-1,90572,-1,-1,1981GRD
514,1981,Guam,GUM,-1,8.699999809,-1,-1,106485,-1,-1,1981GUM
515,1981,Guatemala,GTM,6.199999809,2.150000095,-1,-1,7466488,-1,-1,1981GTM
516,1981,Guinea,GIN,-1,-1,-1,-1,4589784,-1,-1,1981GIN
517,1981,Guinea-Bissau,GNB,-1,-1,-1,-1,814507,-1,-1,1981GNB
518,1981,Guyana,GUY,-1,-1,-1,-1,781732,-1,-1,1981GUY
519,1981,Haiti,HTI,-1,-1,-1,-1,5818671,-1,-1,1981HTI
520,1981,Honduras,HND,-1,-1,-1,-1,3792938,-1,-1,1981HND
521,1981,"Hong Kong SAR, China",HKG,24.48493004,1.529999971,-1,-1,5183400,-1,-1,1981HKG
522,1981,Hungary,HUN,-1,-1,-1,-1,10711848,-1,-1,1981HUN
523,1981,Iceland,ISL,-1,-1,-1,-1,230755,-1,-1,1981ISL
524,1981,India,IND,-1,-1,-1,-1,713118032,-1,-1,1981IND
525,1981,Indonesia,IDN,-1,-1,-1,-1,150978840,-1,-1,1981IDN
526,1981,"Iran, Islamic Rep.",IRN,-1,-1,-1,-1,40217629,-1,-1,1981IRN
527,1981,Iraq,IRQ,-1,-1,-1,-1,14046540,-1,-1,1981IRQ
528,1981,Ireland,IRL,-1,-1,-1,-1,3453000,-1,-1,1981IRL
529,1981,Isle of Man,IMN,-1,4.599999905,-1,-1,63540,-1,-1,1981IMN
530,1981,Israel,ISR,-1,4.920000076,-1,-1,3956000,-1,-1,1981ISR
531,1981,Italy,ITA,15.30000019,-1,-1,-1,56501675,-1,-1,1981ITA
532,1981,Jamaica,JAM,-1,25,-1,-1,2197583,-1,-1,1981JAM
533,1981,Japan,JPN,-1,2.200000048,-1,-1,117648000,-1,-1,1981JPN
534,1981,Jordan,JOR,-1,-1,-1,-1,2461193,-1,-1,1981JOR
535,1981,Kazakhstan,KAZ,-1,-1,-1,-1,14683789,-1,-1,1981KAZ
536,1981,Kenya,KEN,-1,-1,-1,-1,16901677,-1,-1,1981KEN
537,1981,Kiribati,KIR,-1,-1,-1,-1,60133,-1,-1,1981KIR
538,1981,"Korea, Dem. People’s Rep.",PRK,-1,-1,-1,-1,17731230,-1,-1,1981PRK
539,1981,"Korea, Rep.",KOR,-1,4.506999969,-1,-1,38723248,-1,-1,1981KOR
540,1981,Kosovo,XKX,-1,-1,-1,-1,1552000,-1,-1,1981XKX
541,1981,Kuwait,KWT,-1,-1,-1,-1,1442991,-1,-1,1981KWT
542,1981,Kyrgyz Republic,KGZ,-1,-1,-1,-1,3685800,-1,-1,1981KGZ
543,1981,Lao PDR,LAO,-1,-1,-1,-1,3323377,-1,-1,1981LAO
544,1981,Latvia,LVA,-1,-1,-1,-1,2519421,-1,-1,1981LVA
545,1981,Lebanon,LBN,-1,-1,-1,-1,2615747,-1,-1,1981LBN
546,1981,Lesotho,LSO,-1,-1,-1,-1,1343690,-1,-1,1981LSO
547,1981,Liberia,LBR,-1,-1,-1,-1,1957456,-1,-1,1981LBR
548,1981,Libya,LBY,-1,-1,-1,-1,3347781,-1,-1,1981LBY
549,1981,Liechtenstein,LIE,-1,-1,-1,-1,26224,-1,-1,1981LIE
550,1981,Lithuania,LTU,-1,-1,-1,-1,3432947,-1,-1,1981LTU
551,1981,Luxembourg,LUX,-1,-1,-1,-1,365225,-1,-1,1981LUX
552,1981,"Macao SAR, China",MAC,-1,-1,-1,-1,243427,-1,-1,1981MAC
553,1981,Madagascar,MDG,-1,-1,-1,-1,8971345,-1,-1,1981MDG
554,1981,Malawi,MWI,-1,-1,-1,-1,6327569,-1,-1,1981MWI
555,1981,Malaysia,MYS,-1,-1,-1,-1,14133840,-1,-1,1981MYS
556,1981,Maldives,MDV,-1,-1,-1,-1,163935,-1,-1,1981MDV
557,1981,Mali,MLI,-1,-1,-1,-1,7234303,-1,-1,1981MLI
558,1981,Malta,MLT,-1,-1,-1,-1,318982,-1,-1,1981MLT
559,1981,Marshall Islands,MHL,-1,-1,-1,-1,31893,-1,-1,1981MHL
560,1981,Mauritania,MRT,-1,-1,-1,-1,1578938,-1,-1,1981MRT
561,1981,Mauritius,MUS,-1,-1,-1,-1,980462,-1,-1,1981MUS
562,1981,Mexico,MEX,-1,-1,-1,-1,70992195,-1,-1,1981MEX
563,1981,"Micronesia, Fed. Sts.",FSM,-1,-1,-1,-1,75462,-1,-1,1981FSM
564,1981,Moldova,MDA,-1,-1,-1,-1,3429000,-1,-1,1981MDA
565,1981,Monaco,MCO,-1,-1,-1,-1,27164,-1,-1,1981MCO
566,1981,Mongolia,MNG,-1,-1,-1,-1,1733475,-1,-1,1981MNG
567,1981,Montenegro,MNE,-1,-1,-1,-1,579445,-1,-1,1981MNE
568,1981,Morocco,MAR,-1,-1,-1,-1,20511601,-1,-1,1981MAR
569,1981,Mozambique,MOZ,-1,-1,-1,-1,12133074,-1,-1,1981MOZ
570,1981,Myanmar,MMR,-1,-1,-1,-1,34139130,-1,-1,1981MMR
571,1981,Namibia,NAM,-1,-1,-1,-1,1034264,-1,-1,1981NAM
572,1981,Nauru,NRU,-1,-1,-1,-1,7592,-1,-1,1981NRU
573,1981,Nepal,NPL,-1,-1,-1,-1,15249010,-1,-1,1981NPL
574,1981,Netherlands,NLD,-1,7.920000076,-1,-1,14247208,-1,-1,1981NLD
575,1981,New Caledonia,NCL,-1,-1,-1,-1,142650,-1,-1,1981NCL
576,1981,New Zealand,NZL,56.69504166,-1,-1,-1,3124900,-1,-1,1981NZL
577,1981,Nicaragua,NIC,-1,-1,-1,-1,3342669,-1,-1,1981NIC
578,1981,Niger,NER,-1,-1,-1,-1,6164006,-1,-1,1981NER
579,1981,Nigeria,NGA,-1,-1,-1,-1,75482552,-1,-1,1981NGA
580,1981,North Macedonia,MKD,-1,-1,-1,-1,1941530,-1,-1,1981MKD
581,1981,Northern Mariana Islands,MNP,-1,-1,-1,-1,18604,-1,-1,1981MNP
582,1981,Norway,NOR,-1,2.029999971,-1,-1,4099702,-1,-1,1981NOR
583,1981,Oman,OMN,-1,-1,-1,-1,1220587,-1,-1,1981OMN
584,1981,Pakistan,PAK,-1,3.819999933,-1,-1,80696945,-1,-1,1981PAK
585,1981,Palau,PLW,-1,-1,-1,-1,12387,-1,-1,1981PLW
586,1981,Panama,PAN,-1,-1,-1,-1,2026065,-1,-1,1981PAN
587,1981,Papua New Guinea,PNG,-1,-1,-1,-1,3398469,-1,-1,1981PNG
588,1981,Paraguay,PRY,-1,-1,-1,-1,3271456,-1,-1,1981PRY
589,1981,Peru,PER,21.64691925,6.769999981,-1,-1,17792549,-1,-1,1981PER
590,1981,Philippines,PHL,-1,5.360000134,-1,-1,48715592,-1,-1,1981PHL
591,1981,Poland,POL,-1,-1,-1,-1,35898587,-1,-1,1981POL
592,1981,Portugal,PRT,-1,-1,-1,-1,9851362,-1,-1,1981PRT
593,1981,Puerto Rico,PRI,-1,-1,-1,-1,3242552,-1,-1,1981PRI
594,1981,Qatar,QAT,-1,-1,-1,-1,248144,-1,-1,1981QAT
595,1981,Romania,ROU,-1,-1,-1,-1,22415169,-1,-1,1981ROU
596,1981,Russian Federation,RUS,-1,-1,-1,-1,139941000,-1,-1,1981RUS
597,1981,Rwanda,RWA,-1,-1,-1,-1,5315032,-1,-1,1981RWA
598,1981,Samoa,WSM,28.05838966,-1,-1,-1,156428,-1,-1,1981WSM
599,1981,San Marino,SMR,-1,-1,-1,-1,21666,-1,-1,1981SMR
600,1981,Sao Tome and Principe,STP,1.525249958,0.699999988,-1,-1,96950,-1,-1,1981STP
601,1981,Saudi Arabia,SAU,-1,-1,-1,-1,10366661,-1,-1,1981SAU
602,1981,Senegal,SEN,-1,-1,-1,-1,5750338,-1,-1,1981SEN
603,1981,Serbia,SRB,-1,-1,-1,-1,-1,-1,-1,1981SRB
604,1981,Seychelles,SYC,-1,-1,-1,-1,64035,-1,-1,1981SYC
605,1981,Sierra Leone,SLE,-1,-1,-1,-1,3445277,-1,-1,1981SLE
606,1981,Singapore,SGP,-1,1.649999976,-1,-1,2532835,-1,-1,1981SGP
607,1981,Sint Maarten (Dutch part),SXM,-1,-1,-1,-1,-1,-1,-1,1981SXM
608,1981,Slovak Republic,SVK,-1,-1,-1,-1,5016105,-1,-1,1981SVK
609,1981,Slovenia,SVN,-1,-1,-1,-1,1906531,-1,-1,1981SVN
610,1981,Solomon Islands,SLB,-1,-1,-1,-1,238479,-1,-1,1981SLB
611,1981,Somalia,SOM,-1,-1,-1,-1,6604872,-1,-1,1981SOM
612,1981,South Africa,ZAF,-1,-1,-1,-1,30532954,-1,-1,1981ZAF
613,1981,South Sudan,SSD,-1,-1,-1,-1,4853927,-1,-1,1981SSD
614,1981,Spain,ESP,12.80000019,-1,-1,-1,37758631,-1,-1,1981ESP
615,1981,Sri Lanka,LKA,-1,-1,-1,-1,15273391,-1,-1,1981LKA
616,1981,St. Kitts and Nevis,KNA,-1,-1,-1,-1,42976,-1,-1,1981KNA
617,1981,St. Lucia,LCA,-1,-1,-1,-1,119594,-1,-1,1981LCA
618,1981,St. Martin (French part),MAF,-1,-1,-1,-1,7868,-1,-1,1981MAF
619,1981,St. Vincent and the Grenadines,VCT,-1,-1,-1,-1,101379,-1,-1,1981VCT
620,1981,Sudan,SDN,-1,-1,-1,-1,15027270,-1,-1,1981SDN
621,1981,Suriname,SUR,-1,-1,-1,-1,363325,-1,-1,1981SUR
622,1981,Sweden,SWE,-1,-1,-1,-1,8320503,-1,-1,1981SWE
623,1981,Switzerland,CHE,-1,0.200000003,-1,-1,6354074,-1,-1,1981CHE
624,1981,Syrian Arab Republic,SYR,-1,-1,-1,-1,9252851,-1,-1,1981SYR
625,1981,Tajikistan,TJK,-1,-1,-1,-1,4020778,-1,-1,1981TJK
626,1981,Tanzania,TZA,-1,-1,-1,-1,19277108,-1,-1,1981TZA
627,1981,Thailand,THA,-1,1.25999999,-1,-1,48337503,-1,45.2,1981THA
628,1981,Timor-Leste,TLS,-1,-1,-1,-1,591005,-1,-1,1981TLS
629,1981,Togo,TGO,-1,-1,-1,-1,2812039,-1,-1,1981TGO
630,1981,Tonga,TON,-1,-1,-1,-1,93453,-1,-1,1981TON
631,1981,Trinidad and Tobago,TTO,-1,6.309999943,-1,-1,1102556,-1,-1,1981TTO
632,1981,Tunisia,TUN,-1,-1,-1,-1,6545024,-1,-1,1981TUN
633,1981,Turkey,TUR,-1,-1,-1,-1,44988356,-1,-1,1981TUR
634,1981,Turkmenistan,TKM,-1,-1,-1,-1,2947779,-1,-1,1981TKM
635,1981,Turks and Caicos Islands,TCA,-1,-1,-1,-1,7858,-1,-1,1981TCA
636,1981,Tuvalu,TUV,-1,-1,-1,-1,8154,-1,-1,1981TUV
637,1981,Uganda,UGA,-1,-1,-1,-1,12930209,-1,-1,1981UGA
638,1981,Ukraine,UKR,-1,-1,-1,-1,50221000,-1,-1,1981UKR
639,1981,United Arab Emirates,ARE,-1,-1,-1,-1,1120900,-1,-1,1981ARE
640,1981,United Kingdom,GBR,-1,10.39999962,-1,-1,56333829,-1,-1,1981GBR
641,1981,United States,USA,-1,7.599999905,-1,-1,229466000,-1,-1,1981USA
642,1981,Uruguay,URY,-1,6.599999905,-1,-1,2935036,-1,43.6,1981URY
643,1981,Uzbekistan,UZB,-1,-1,-1,-1,16363562,-1,-1,1981UZB
644,1981,Vanuatu,VUT,-1,-1,-1,-1,118580,-1,-1,1981VUT
645,1981,"Venezuela, RB",VEN,-1,7,-1,-1,15761799,-1,55.6,1981VEN
646,1981,Vietnam,VNM,-1,-1,-1,-1,55627746,-1,-1,1981VNM
647,1981,Virgin Islands (U.S.),VIR,-1,-1,-1,-1,99853,-1,-1,1981VIR
648,1981,West Bank and Gaza,PSE,-1,-1,-1,-1,-1,-1,-1,1981PSE
649,1981,"Yemen, Rep.",YEM,-1,-1,-1,-1,8434017,-1,-1,1981YEM
650,1981,Zambia,ZMB,-1,-1,-1,-1,6094206,-1,-1,1981ZMB
651,1981,Zimbabwe,ZWE,-1,-1,-1,-1,7431940,-1,-1,1981ZWE
652,1982,Afghanistan,AFG,-1,-1,-1,-3318301,12749645,-1,-1,1982AFG
653,1982,Albania,ALB,-1,3.599999905,-1,-99,2784278,-1,-1,1982ALB
654,1982,Algeria,DZA,-1,-1,-1,-81020,20575701,-1,-1,1982DZA
655,1982,American Samoa,ASM,-1,12.77999973,-1,-1,34738,-1,-1,1982ASM
656,1982,Andorra,AND,-1,-1,-1,-1,39114,-1,-1,1982AND
657,1982,Angola,AGO,-1,-1,-1,234148,9582156,-1,-1,1982AGO
658,1982,Antigua and Barbuda,ATG,-1,-1,-1,-8840,72448,-1,-1,1982ATG
659,1982,Argentina,ARG,-1,4.730000019,-1,139999,28993987,-1,-1,1982ARG
660,1982,Armenia,ARM,-1,-1,-1,-51230,3193686,-1,-1,1982ARM
661,1982,Aruba,ABW,-1,-1,-1,-1921,61345,-1,-1,1982ABW
662,1982,Australia,AUS,-1,7.16260004,-1,456227,15178000,-1,-1,1982AUS
663,1982,Austria,AUT,-1,-1,-1,18002,7574140,-1,-1,1982AUT
664,1982,Azerbaijan,AZE,-1,-1,-1,-101568,6349558,-1,-1,1982AZE
665,1982,"Bahamas, The",BHS,-1,-1,-1,180,220275,-1,-1,1982BHS
666,1982,Bahrain,BHR,-1,-1,-1,3234,385950,-1,-1,1982BHR
667,1982,Bangladesh,BGD,-1,-1,-1,-787467,86007331,-1,-1,1982BGD
668,1982,Barbados,BRB,-1,8.390000343,-1,-5589,253841,-1,-1,1982BRB
669,1982,Belarus,BLR,-1,-1,-1,47114,9776000,-1,-1,1982BLR
670,1982,Belgium,BEL,-1,13,-1,18478,9856303,-1,-1,1982BEL
671,1982,Belize,BLZ,-1,-1,-1,-5332,151500,-1,-1,1982BLZ
672,1982,Benin,BEN,-1,-1,-1,-10848,3927714,-1,-1,1982BEN
673,1982,Bermuda,BMU,-1,-1,-1,-1,55449,-1,-1,1982BMU
674,1982,Bhutan,BTN,-1,-1,-1,797,431050,-1,-1,1982BTN
675,1982,Bolivia,BOL,-1,11.60000038,-1,-87002,5835182,-1,-1,1982BOL
676,1982,Bosnia and Herzegovina,BIH,-1,-1,-1,-29999,4265310,-1,-1,1982BIH
677,1982,Botswana,BWA,-1,-1,-1,601,1075889,-1,-1,1982BWA
678,1982,Brazil,BRA,-1,4.829999924,-1,0,126947365,-1,58.4,1982BRA
679,1982,British Virgin Islands,VGB,-1,-1,-1,-1,11712,-1,-1,1982VGB
680,1982,Brunei Darussalam,BRN,-1,6.547999859,-1,2933,206128,-1,-1,1982BRN
681,1982,Bulgaria,BGR,-1,-1,-1,-22346,8917457,-1,-1,1982BGR
682,1982,Burkina Faso,BFA,-1,-1,-1,-217400,7158255,-1,-1,1982BFA
683,1982,Burundi,BDI,-1,-1,-1,-139147,4333386,-1,-1,1982BDI
684,1982,Cabo Verde,CPV,-1,-1,-1,-20313,297285,-1,-1,1982CPV
685,1982,Cambodia,KHM,-1,-1,-1,-88854,6918101,-1,-1,1982KHM
686,1982,Cameroon,CMR,-1,-1,-1,-16500,9158566,-1,-1,1982CMR
687,1982,Canada,CAN,-1,11.04030037,-1,376129,25202000,-1,-1,1982CAN
688,1982,Cayman Islands,CYM,-1,-1,-1,-1,17356,-1,-1,1982CYM
689,1982,Central African Republic,CAF,-1,-1,-1,40165,2418844,-1,-1,1982CAF
690,1982,Chad,TCD,-1,-1,-1,-131245,4715197,-1,-1,1982TCD
691,1982,Channel Islands,CHI,-1,-1,-1,5380,129979,-1,-1,1982CHI
692,1982,Chile,CHL,-1,19.60000038,-1,-63513,11615836,-1,-1,1982CHL
693,1982,China,CHN,6.647880077,3.200000048,-1,-200840,1008630000,-1,-1,1982CHN
694,1982,Colombia,COL,-1,11.46000004,-1,-273997,29027162,-1,-1,1982COL
695,1982,Comoros,COM,-1,-1,-1,-4500,326946,-1,-1,1982COM
696,1982,"Congo, Dem. Rep.",COD,-1,-1,-1,-446860,27717337,-1,-1,1982COD
697,1982,"Congo, Rep.",COG,-1,-1,-1,2098,1951195,-1,-1,1982COG
698,1982,Costa Rica,CRI,-1,-1,-1,18876,2521168,-1,-1,1982CRI
699,1982,Cote d'Ivoire,CIV,-1,-1,-1,430000,9044473,-1,-1,1982CIV
700,1982,Croatia,HRV,-1,-1,-1,54369,4635000,-1,-1,1982HRV
701,1982,Cuba,CUB,-1,-1,-1,-270000,9925623,-1,-1,1982CUB
702,1982,Curacao,CUW,-1,-1,-1,-8464,150101,-1,-1,1982CUW
703,1982,Cyprus,CYP,-1,2.799999952,-1,-27634,691702,-1,-1,1982CYP
704,1982,Czech Republic,CZE,-1,-1,-1,-52946,10314826,-1,-1,1982CZE
705,1982,Denmark,DNK,-1,10,-1,9319,5117810,-1,-1,1982DNK
706,1982,Djibouti,DJI,-1,-1,-1,9999,385271,-1,-1,1982DJI
707,1982,Dominica,DMA,-1,-1,-1,-1,75170,-1,-1,1982DMA
708,1982,Dominican Republic,DOM,-1,-1,-1,-118102,6078820,-1,-1,1982DOM
709,1982,Ecuador,ECU,15.4362402,-1,-1,-14001,8392940,-1,-1,1982ECU
710,1982,"Egypt, Arab Rep.",EGY,-1,5.210000038,-1,-389781,46379620,-1,-1,1982EGY
711,1982,El Salvador,SLV,-1,-1,-1,-231749,4725720,-1,-1,1982SLV
712,1982,Equatorial Guinea,GNQ,-1,-1,-1,65001,290617,-1,-1,1982GNQ
713,1982,Eritrea,ERI,-1,-1,-1,10000,2525521,-1,-1,1982ERI
714,1982,Estonia,EST,-1,-1,-1,25900,1498414,-1,-1,1982EST
715,1982,Eswatini,SWZ,-1,-1,-1,-14496,639237,-1,-1,1982SWZ
716,1982,Ethiopia,ETH,-1,-1,-1,250001,37136848,-1,-1,1982ETH
717,1982,Faroe Islands,FRO,-1,-1,-1,-1,44307,-1,-1,1982FRO
718,1982,Fiji,FJI,-1,6.059999943,-1,-11628,668198,-1,-1,1982FJI
719,1982,Finland,FIN,-1,5.28000021,-1,26181,4826933,-1,-1,1982FIN
720,1982,France,FRA,-1,8.199999809,-1,268131,55858727,-1,-1,1982FRA
721,1982,French Polynesia,PYF,-1,-1,-1,3650,160888,-1,-1,1982PYF
722,1982,Gabon,GAB,-1,-1,-1,4999,766855,-1,-1,1982GAB
723,1982,"Gambia, The",GMB,-1,-1,-1,19475,648210,-1,-1,1982GMB
724,1982,Georgia,GEO,-1,-1,-1,-47827,4542800,-1,-1,1982GEO
725,1982,Germany,DEU,-1,-1,-1,23,78333366,-1,-1,1982DEU
726,1982,Ghana,GHA,-1,-1,-1,206001,11488106,-1,-1,1982GHA
727,1982,Gibraltar,GIB,-1,-1,-1,-1,30381,-1,-1,1982GIB
728,1982,Greece,GRC,-1,4.940000057,-1,100241,9789513,-1,-1,1982GRC
729,1982,Greenland,GRL,-1,-1,-1,-1,51500,-1,-1,1982GRL
730,1982,Grenada,GRD,-1,-1,-1,-288,93091,-1,-1,1982GRD
731,1982,Guam,GUM,-1,9.600000381,-1,109,108906,-1,-1,1982GUM
732,1982,Guatemala,GTM,-1,2.269999981,-1,-283074,7654819,-1,-1,1982GTM
733,1982,Guinea,GIN,-1,-1,-1,-38000,4690605,-1,-1,1982GIN
734,1982,Guinea-Bissau,GNB,-1,-1,-1,-30001,832668,-1,-1,1982GNB
735,1982,Guyana,GUY,-1,-1,-1,-97340,781246,-1,-1,1982GUY
736,1982,Haiti,HTI,-1,-1,-1,-124999,5955267,-1,-1,1982HTI
737,1982,Honduras,HND,-1,7.300000191,-1,-61998,3910657,-1,-1,1982HND
738,1982,"Hong Kong SAR, China",HKG,-1,1.850000024,-1,160605,5264500,-1,-1,1982HKG
