xyz,continent_code,continent,country,codecountry,year,suicides_no
2779,AF,Africa,Seychelles,SYC,2008,4
2780,AF,Africa,Seychelles,SYC,2009,4
2781,AF,Africa,Seychelles,SYC,2010,6
2782,AF,Africa,Seychelles,SYC,2011,5
2783,AF,Africa,Seychelles,SYC,2012,3
2784,AF,Africa,Seychelles,SYC,2013,9
2785,AF,Africa,Seychelles,SYC,2014,4
2786,AF,Africa,Seychelles,SYC,2015,7
2787,AS,Asia,Singapore,SGP,1979,246
2788,AS,Asia,Singapore,SGP,1980,269
2789,AS,Asia,Singapore,SGP,1981,190
2790,AS,Asia,Singapore,SGP,1982,238
2791,AS,Asia,Singapore,SGP,1983,267
2792,AS,Asia,Singapore,SGP,1984,211
2793,AS,Asia,Singapore,SGP,1985,324
2794,AS,Asia,Singapore,SGP,1986,326
2795,AS,Asia,Singapore,SGP,1987,301
2796,AS,Asia,Singapore,SGP,1988,366
2797,AS,Asia,Singapore,SGP,1989,394
2798,AS,Asia,Singapore,SGP,1990,354
2799,AS,Asia,Singapore,SGP,1991,296
2800,AS,Asia,Singapore,SGP,1992,277
2801,AS,Asia,Singapore,SGP,1993,270
2802,AS,Asia,Singapore,SGP,1994,316
2803,AS,Asia,Singapore,SGP,1995,364
2804,AS,Asia,Singapore,SGP,1996,239
2805,AS,Asia,Singapore,SGP,1997,303
2806,AS,Asia,Singapore,SGP,1998,328
2807,AS,Asia,Singapore,SGP,1999,277
2808,AS,Asia,Singapore,SGP,2000,309
2809,AS,Asia,Singapore,SGP,2001,305
2810,AS,Asia,Singapore,SGP,2002,321
2811,AS,Asia,Singapore,SGP,2003,320
2812,AS,Asia,Singapore,SGP,2004,335
2813,AS,Asia,Singapore,SGP,2005,359
2814,AS,Asia,Singapore,SGP,2006,372
2815,AS,Asia,Singapore,SGP,2007,328
2816,AS,Asia,Singapore,SGP,2008,319
2817,AS,Asia,Singapore,SGP,2009,349
2818,AS,Asia,Singapore,SGP,2010,296
2819,AS,Asia,Singapore,SGP,2011,308
2820,AS,Asia,Singapore,SGP,2012,392
2821,AS,Asia,Singapore,SGP,2013,357
2822,AS,Asia,Singapore,SGP,2014,355
2823,AS,Asia,Singapore,SGP,2015,329
2824,EU,Europe,Slovak Republic,SVK,1992,796
2825,EU,Europe,Slovak Republic,SVK,1993,738
2826,EU,Europe,Slovak Republic,SVK,1994,691
2827,EU,Europe,Slovak Republic,SVK,1995,735
2828,EU,Europe,Slovak Republic,SVK,1996,672
2829,EU,Europe,Slovak Republic,SVK,1997,630
2830,EU,Europe,Slovak Republic,SVK,1998,673
2831,EU,Europe,Slovak Republic,SVK,1999,692
2832,EU,Europe,Slovak Republic,SVK,2000,729
2833,EU,Europe,Slovak Republic,SVK,2001,692
2834,EU,Europe,Slovak Republic,SVK,2002,717
2835,EU,Europe,Slovak Republic,SVK,2003,753
2836,EU,Europe,Slovak Republic,SVK,2004,676
2837,EU,Europe,Slovak Republic,SVK,2005,679
2838,EU,Europe,Slovak Republic,SVK,2006,0
2839,EU,Europe,Slovak Republic,SVK,2007,0
2840,EU,Europe,Slovak Republic,SVK,2008,591
2841,EU,Europe,Slovak Republic,SVK,2009,601
2842,EU,Europe,Slovak Republic,SVK,2010,631
2843,EU,Europe,Slovak Republic,SVK,2012,571
2844,EU,Europe,Slovak Republic,SVK,2013,616
2845,EU,Europe,Slovak Republic,SVK,2014,554
2846,EU,Europe,Slovenia,SVN,1985,647
2847,EU,Europe,Slovenia,SVN,1986,596
2848,EU,Europe,Slovenia,SVN,1987,618
2849,EU,Europe,Slovenia,SVN,1988,632
2850,EU,Europe,Slovenia,SVN,1989,676
2851,EU,Europe,Slovenia,SVN,1990,553
2852,EU,Europe,Slovenia,SVN,1991,646
2853,EU,Europe,Slovenia,SVN,1992,587
2854,EU,Europe,Slovenia,SVN,1993,614
2855,EU,Europe,Slovenia,SVN,1994,621
2856,EU,Europe,Slovenia,SVN,1995,564
2857,EU,Europe,Slovenia,SVN,1996,607
2858,EU,Europe,Slovenia,SVN,1997,593
2859,EU,Europe,Slovenia,SVN,1998,612
2860,EU,Europe,Slovenia,SVN,1999,590
2861,EU,Europe,Slovenia,SVN,2000,588
2862,EU,Europe,Slovenia,SVN,2001,581
2863,EU,Europe,Slovenia,SVN,2002,540
2864,EU,Europe,Slovenia,SVN,2003,562
2865,EU,Europe,Slovenia,SVN,2004,512
2866,EU,Europe,Slovenia,SVN,2005,503
2867,EU,Europe,Slovenia,SVN,2006,529
2868,EU,Europe,Slovenia,SVN,2007,434
2869,EU,Europe,Slovenia,SVN,2008,408
2870,EU,Europe,Slovenia,SVN,2009,447
2871,EU,Europe,Slovenia,SVN,2010,414
2872,EU,Europe,Slovenia,SVN,2011,435
2873,EU,Europe,Slovenia,SVN,2012,440
2874,EU,Europe,Slovenia,SVN,2013,446
2875,EU,Europe,Slovenia,SVN,2014,388
2876,EU,Europe,Slovenia,SVN,2015,422
2877,AF,Africa,South Africa,ZAF,1996,143
2878,AF,Africa,South Africa,ZAF,1997,104
2879,AF,Africa,South Africa,ZAF,1998,180
2880,AF,Africa,South Africa,ZAF,1999,279
2881,AF,Africa,South Africa,ZAF,2000,267
2882,AF,Africa,South Africa,ZAF,2001,384
2883,AF,Africa,South Africa,ZAF,2002,236
2884,AF,Africa,South Africa,ZAF,2003,256
2885,AF,Africa,South Africa,ZAF,2004,383
2886,AF,Africa,South Africa,ZAF,2005,458
2887,AF,Africa,South Africa,ZAF,2006,514
2888,AF,Africa,South Africa,ZAF,2007,417
2889,AF,Africa,South Africa,ZAF,2008,441
2890,AF,Africa,South Africa,ZAF,2009,372
2891,AF,Africa,South Africa,ZAF,2010,393
2892,AF,Africa,South Africa,ZAF,2011,358
2893,AF,Africa,South Africa,ZAF,2012,487
2894,AF,Africa,South Africa,ZAF,2013,587
2895,AF,Africa,South Africa,ZAF,2014,580
2896,AF,Africa,South Africa,ZAF,2015,482
2897,EU,Europe,Spain,ESP,1980,1652
2898,EU,Europe,Spain,ESP,1981,1718
2899,EU,Europe,Spain,ESP,1982,1851
2900,EU,Europe,Spain,ESP,1983,2181
2901,EU,Europe,Spain,ESP,1984,2493
2902,EU,Europe,Spain,ESP,1985,2514
2903,EU,Europe,Spain,ESP,1986,2755
2904,EU,Europe,Spain,ESP,1987,2804
2905,EU,Europe,Spain,ESP,1988,2960
2906,EU,Europe,Spain,ESP,1989,2987
2907,EU,Europe,Spain,ESP,1990,2939
2908,EU,Europe,Spain,ESP,1991,2916
2909,EU,Europe,Spain,ESP,1992,2786
2910,EU,Europe,Spain,ESP,1993,3037
2911,EU,Europe,Spain,ESP,1994,3171
2912,EU,Europe,Spain,ESP,1995,3157
2913,EU,Europe,Spain,ESP,1996,3320
2914,EU,Europe,Spain,ESP,1997,3373
2915,EU,Europe,Spain,ESP,1998,3261
2916,EU,Europe,Spain,ESP,1999,3220
2917,EU,Europe,Spain,ESP,2000,3394
2918,EU,Europe,Spain,ESP,2001,3189
2919,EU,Europe,Spain,ESP,2002,3372
2920,EU,Europe,Spain,ESP,2003,3478
2921,EU,Europe,Spain,ESP,2004,3508
2922,EU,Europe,Spain,ESP,2005,3399
2923,EU,Europe,Spain,ESP,2006,3247
2924,EU,Europe,Spain,ESP,2007,3264
2925,EU,Europe,Spain,ESP,2008,3457
2926,EU,Europe,Spain,ESP,2009,3429
2927,EU,Europe,Spain,ESP,2010,3158
2928,EU,Europe,Spain,ESP,2011,3180
2929,EU,Europe,Spain,ESP,2012,3539
2930,EU,Europe,Spain,ESP,2013,3873
2931,EU,Europe,Spain,ESP,2014,3911
2932,EU,Europe,Spain,ESP,2015,3604
2933,AS,Asia,Sri Lanka,LKA,1980,4269
2934,AS,Asia,Sri Lanka,LKA,1981,4401
2935,AS,Asia,Sri Lanka,LKA,1982,5076
2936,AS,Asia,Sri Lanka,LKA,1983,5591
2937,AS,Asia,Sri Lanka,LKA,1984,5769
2938,AS,Asia,Sri Lanka,LKA,1985,5668
2939,AS,Asia,Sri Lanka,LKA,1986,5345
2940,AS,Asia,Sri Lanka,LKA,1996,4898
2941,AS,Asia,Sri Lanka,LKA,1997,5887
2942,AS,Asia,Sri Lanka,LKA,1998,5518
2943,AS,Asia,Sri Lanka,LKA,1999,5619
2944,AS,Asia,Sri Lanka,LKA,2000,5252
2945,AS,Asia,Sri Lanka,LKA,2001,4590
2946,AS,Asia,Sri Lanka,LKA,2002,4382
2947,AS,Asia,Sri Lanka,LKA,2003,4467
2948,AS,Asia,Sri Lanka,LKA,2006,4015
2949,SA,South America,Suriname,SUR,1979,49
2950,SA,South America,Suriname,SUR,1980,58
2951,SA,South America,Suriname,SUR,1981,52
2952,SA,South America,Suriname,SUR,1982,64
2953,SA,South America,Suriname,SUR,1984,103
2954,SA,South America,Suriname,SUR,1985,80
2955,SA,South America,Suriname,SUR,1986,42
2956,SA,South America,Suriname,SUR,1987,52
2957,SA,South America,Suriname,SUR,1988,49
2958,SA,South America,Suriname,SUR,1989,53
2959,SA,South America,Suriname,SUR,1990,26
2960,SA,South America,Suriname,SUR,1991,57
2961,SA,South America,Suriname,SUR,1992,48
2962,SA,South America,Suriname,SUR,1995,55
2963,SA,South America,Suriname,SUR,1996,21
2964,SA,South America,Suriname,SUR,1997,32
2965,SA,South America,Suriname,SUR,1998,29
2966,SA,South America,Suriname,SUR,1999,49
2967,SA,South America,Suriname,SUR,2000,52
2968,SA,South America,Suriname,SUR,2001,72
2969,SA,South America,Suriname,SUR,2002,69
2970,SA,South America,Suriname,SUR,2003,77
2971,SA,South America,Suriname,SUR,2004,67
2972,SA,South America,Suriname,SUR,2005,72
2973,SA,South America,Suriname,SUR,2006,112
2974,SA,South America,Suriname,SUR,2007,119
2975,SA,South America,Suriname,SUR,2008,147
2976,SA,South America,Suriname,SUR,2009,131
2977,SA,South America,Suriname,SUR,2010,136
2978,SA,South America,Suriname,SUR,2011,127
2979,SA,South America,Suriname,SUR,2012,133
2980,SA,South America,Suriname,SUR,2013,131
2981,SA,South America,Suriname,SUR,2014,128
2982,EU,Europe,Sweden,SWE,1987,1541
2983,EU,Europe,Sweden,SWE,1988,1590
2984,EU,Europe,Sweden,SWE,1989,1579
2985,EU,Europe,Sweden,SWE,1990,1471
2986,EU,Europe,Sweden,SWE,1991,1483
2987,EU,Europe,Sweden,SWE,1992,1355
2988,EU,Europe,Sweden,SWE,1993,1373
2989,EU,Europe,Sweden,SWE,1994,1324
2990,EU,Europe,Sweden,SWE,1995,1348
2991,EU,Europe,Sweden,SWE,1996,1253
2992,EU,Europe,Sweden,SWE,1997,1201
2993,EU,Europe,Sweden,SWE,1998,1231
2994,EU,Europe,Sweden,SWE,1999,1220
2995,EU,Europe,Sweden,SWE,2000,1131
2996,EU,Europe,Sweden,SWE,2001,1197
2997,EU,Europe,Sweden,SWE,2002,1180
2998,EU,Europe,Sweden,SWE,2003,1112
2999,EU,Europe,Sweden,SWE,2004,1155
3000,EU,Europe,Sweden,SWE,2005,1219
3001,EU,Europe,Sweden,SWE,2006,1197
3002,EU,Europe,Sweden,SWE,2007,1126
3003,EU,Europe,Sweden,SWE,2008,1170
3004,EU,Europe,Sweden,SWE,2009,1242
3005,EU,Europe,Sweden,SWE,2010,1141
3006,EU,Europe,Sweden,SWE,2011,1112
3007,EU,Europe,Sweden,SWE,2012,1154
3008,EU,Europe,Sweden,SWE,2013,1230
3009,EU,Europe,Sweden,SWE,2014,1148
3010,EU,Europe,Sweden,SWE,2015,1182
3011,EU,Europe,Sweden,SWE,2016,1135
3012,EU,Europe,Switzerland,CHE,1995,1419
3013,EU,Europe,Switzerland,CHE,1996,1432
3014,EU,Europe,Switzerland,CHE,1997,1341
3015,EU,Europe,Switzerland,CHE,1998,1371
3016,EU,Europe,Switzerland,CHE,1999,1296
3017,EU,Europe,Switzerland,CHE,2000,1380
3018,EU,Europe,Switzerland,CHE,2001,1338
3019,EU,Europe,Switzerland,CHE,2002,1446
3020,EU,Europe,Switzerland,CHE,2003,1269
3021,EU,Europe,Switzerland,CHE,2004,1284
3022,EU,Europe,Switzerland,CHE,2005,1299
3023,EU,Europe,Switzerland,CHE,2006,1309
3024,EU,Europe,Switzerland,CHE,2007,1360
3025,EU,Europe,Switzerland,CHE,2008,1314
3026,EU,Europe,Switzerland,CHE,2009,1105
3027,EU,Europe,Switzerland,CHE,2010,1006
3028,EU,Europe,Switzerland,CHE,2011,1034
3029,EU,Europe,Switzerland,CHE,2012,1038
3030,EU,Europe,Switzerland,CHE,2013,1071
3031,EU,Europe,Switzerland,CHE,2014,1032
3032,EU,Europe,Switzerland,CHE,2015,1073
3033,AS,Asia,Syrian Arab Republic,SYR,1980,41
3034,AS,Asia,Syrian Arab Republic,SYR,1981,31
3035,AS,Asia,Syrian Arab Republic,SYR,1984,9
3036,AS,Asia,Syrian Arab Republic,SYR,1985,10
3037,AS,Asia,Syrian Arab Republic,SYR,1998,15
3038,AS,Asia,Syrian Arab Republic,SYR,1999,26
3039,AS,Asia,Syrian Arab Republic,SYR,2000,23
3040,AS,Asia,Syrian Arab Republic,SYR,2001,11
3041,AS,Asia,Syrian Arab Republic,SYR,2002,30
3042,AS,Asia,Syrian Arab Republic,SYR,2003,26
3043,AS,Asia,Syrian Arab Republic,SYR,2004,29
3044,AS,Asia,Syrian Arab Republic,SYR,2005,23
3045,AS,Asia,Syrian Arab Republic,SYR,2006,27
3046,AS,Asia,Syrian Arab Republic,SYR,2007,29
3047,AS,Asia,Syrian Arab Republic,SYR,2008,34
3048,AS,Asia,Syrian Arab Republic,SYR,2009,21
3049,AS,Asia,Syrian Arab Republic,SYR,2010,32
3050,AS,Asia,Tajikistan,TJK,1981,160
3051,AS,Asia,Tajikistan,TJK,1982,325
3052,AS,Asia,Tajikistan,TJK,1985,271
3053,AS,Asia,Tajikistan,TJK,1986,250
3054,AS,Asia,Tajikistan,TJK,1987,212
3055,AS,Asia,Tajikistan,TJK,1988,203
3056,AS,Asia,Tajikistan,TJK,1989,236
3057,AS,Asia,Tajikistan,TJK,1990,232
3058,AS,Asia,Tajikistan,TJK,1991,209
3059,AS,Asia,Tajikistan,TJK,1992,204
3060,AS,Asia,Tajikistan,TJK,1993,153
3061,AS,Asia,Tajikistan,TJK,1994,191
3062,AS,Asia,Tajikistan,TJK,1995,199
3063,AS,Asia,Tajikistan,TJK,1996,164
3064,AS,Asia,Tajikistan,TJK,1997,159
3065,AS,Asia,Tajikistan,TJK,1998,156
3066,AS,Asia,Tajikistan,TJK,1999,204
3067,AS,Asia,Tajikistan,TJK,2000,177
3068,AS,Asia,Tajikistan,TJK,2001,163
3069,AS,Asia,Tajikistan,TJK,2002,141
3070,AS,Asia,Tajikistan,TJK,2003,169
3071,AS,Asia,Tajikistan,TJK,2004,172
3072,AS,Asia,Tajikistan,TJK,2005,187
3073,AS,Asia,Tajikistan,TJK,2016,236
3074,EU,Europe,North Macedonia,MKD,1991,145
3075,EU,Europe,North Macedonia,MKD,1992,144
3076,EU,Europe,North Macedonia,MKD,1993,150
3077,EU,Europe,North Macedonia,MKD,1994,128
3078,EU,Europe,North Macedonia,MKD,1995,131
3079,EU,Europe,North Macedonia,MKD,1996,146
3080,EU,Europe,North Macedonia,MKD,1997,155
3081,EU,Europe,North Macedonia,MKD,1998,153
3082,EU,Europe,North Macedonia,MKD,1999,170
3083,EU,Europe,North Macedonia,MKD,2000,150
3084,EU,Europe,North Macedonia,MKD,2001,152
3085,EU,Europe,North Macedonia,MKD,2002,149
3086,EU,Europe,North Macedonia,MKD,2003,137
3087,EU,Europe,North Macedonia,MKD,2004,179
3088,EU,Europe,North Macedonia,MKD,2005,143
3089,EU,Europe,North Macedonia,MKD,2006,166
3090,EU,Europe,North Macedonia,MKD,2007,159
3091,EU,Europe,North Macedonia,MKD,2008,161
3092,EU,Europe,North Macedonia,MKD,2009,167
3093,EU,Europe,North Macedonia,MKD,2010,122
3094,EU,Europe,North Macedonia,MKD,2011,128
3095,EU,Europe,North Macedonia,MKD,2012,172
3096,EU,Europe,North Macedonia,MKD,2013,170
3097,AS,Asia,Thailand,THA,1979,3047
3098,AS,Asia,Thailand,THA,1980,3408
3099,AS,Asia,Thailand,THA,1981,3405
3100,AS,Asia,Thailand,THA,1982,3191
3101,AS,Asia,Thailand,THA,1983,3205
3102,AS,Asia,Thailand,THA,1984,2986
3103,AS,Asia,Thailand,THA,1985,2982
3104,AS,Asia,Thailand,THA,1986,2798
3105,AS,Asia,Thailand,THA,1987,3035
3106,AS,Asia,Thailand,THA,1990,3753
3107,AS,Asia,Thailand,THA,1991,3559
3108,AS,Asia,Thailand,THA,1992,3550
3109,AS,Asia,Thailand,THA,1994,2307
3110,AS,Asia,Thailand,THA,1995,4245
3111,AS,Asia,Thailand,THA,1996,4443
3112,AS,Asia,Thailand,THA,1997,4150
3113,AS,Asia,Thailand,THA,1998,4963
3114,AS,Asia,Thailand,THA,1999,5276
3115,AS,Asia,Thailand,THA,2000,5182
3116,AS,Asia,Thailand,THA,2002,4902
3117,AS,Asia,Thailand,THA,2003,4484
3118,AS,Asia,Thailand,THA,2004,4296
3119,AS,Asia,Thailand,THA,2005,3937
3120,AS,Asia,Thailand,THA,2006,3608
3121,AS,Asia,Thailand,THA,2007,3754
3122,AS,Asia,Thailand,THA,2008,3778
3123,AS,Asia,Thailand,THA,2009,3787
3124,AS,Asia,Thailand,THA,2010,3761
3125,AS,Asia,Thailand,THA,2011,3873
3126,AS,Asia,Thailand,THA,2012,3985
3127,AS,Asia,Thailand,THA,2013,3961
3128,AS,Asia,Thailand,THA,2014,3952
3129,AS,Asia,Thailand,THA,2015,4205
3130,AS,Asia,Thailand,THA,2016,4131
3131,NA,North America,Trinidad and Tobago,TTO,1979,55
3132,NA,North America,Trinidad and Tobago,TTO,1980,43
3133,NA,North America,Trinidad and Tobago,TTO,1981,58
3134,NA,North America,Trinidad and Tobago,TTO,1982,78
3135,NA,North America,Trinidad and Tobago,TTO,1983,99
3136,NA,North America,Trinidad and Tobago,TTO,1984,75
3137,NA,North America,Trinidad and Tobago,TTO,1985,29
3138,NA,North America,Trinidad and Tobago,TTO,1986,104
3139,NA,North America,Trinidad and Tobago,TTO,1987,119
3140,NA,North America,Trinidad and Tobago,TTO,1988,164
3141,NA,North America,Trinidad and Tobago,TTO,1989,173
3142,NA,North America,Trinidad and Tobago,TTO,1990,170
3143,NA,North America,Trinidad and Tobago,TTO,1991,148
3144,NA,North America,Trinidad and Tobago,TTO,1992,163
3145,NA,North America,Trinidad and Tobago,TTO,1993,174
3146,NA,North America,Trinidad and Tobago,TTO,1994,148
3147,NA,North America,Trinidad and Tobago,TTO,1995,184
3148,NA,North America,Trinidad and Tobago,TTO,1996,146
3149,NA,North America,Trinidad and Tobago,TTO,1997,160
3150,NA,North America,Trinidad and Tobago,TTO,1998,171
3151,NA,North America,Trinidad and Tobago,TTO,1999,139
3152,NA,North America,Trinidad and Tobago,TTO,2000,166
3153,NA,North America,Trinidad and Tobago,TTO,2001,179
3154,NA,North America,Trinidad and Tobago,TTO,2002,156
3155,NA,North America,Trinidad and Tobago,TTO,2003,144
3156,NA,North America,Trinidad and Tobago,TTO,2004,168
3157,NA,North America,Trinidad and Tobago,TTO,2005,136
3158,NA,North America,Trinidad and Tobago,TTO,2006,141
3159,NA,North America,Trinidad and Tobago,TTO,2007,131
3160,NA,North America,Trinidad and Tobago,TTO,2008,199
3161,NA,North America,Trinidad and Tobago,TTO,2009,128
3162,NA,North America,Trinidad and Tobago,TTO,2010,160
3163,NA,North America,Trinidad and Tobago,TTO,2011,139
3164,AF,Africa,Tunisia,TUN,2009,22
3165,AF,Africa,Tunisia,TUN,2013,10
3166,AS,Asia,Turkey,TUR,2009,1050
3167,AS,Asia,Turkey,TUR,2010,1524
3168,AS,Asia,Turkey,TUR,2011,1148
3169,AS,Asia,Turkey,TUR,2012,1450
3170,AS,Asia,Turkey,TUR,2013,1810
3171,AS,Asia,Turkey,TUR,2014,1617
3172,AS,Asia,Turkey,TUR,2015,1532
3173,AS,Asia,Turkmenistan,TKM,1981,260
3174,AS,Asia,Turkmenistan,TKM,1982,225
3175,AS,Asia,Turkmenistan,TKM,1985,243
3176,AS,Asia,Turkmenistan,TKM,1986,292
3177,AS,Asia,Turkmenistan,TKM,1987,272
3178,AS,Asia,Turkmenistan,TKM,1988,270
3179,AS,Asia,Turkmenistan,TKM,1989,253
3180,AS,Asia,Turkmenistan,TKM,1990,298
3181,AS,Asia,Turkmenistan,TKM,1991,273
3182,AS,Asia,Turkmenistan,TKM,1992,271
3183,AS,Asia,Turkmenistan,TKM,1993,240
3184,AS,Asia,Turkmenistan,TKM,1994,234
3185,AS,Asia,Turkmenistan,TKM,1995,244
3186,AS,Asia,Turkmenistan,TKM,1996,283
3187,AS,Asia,Turkmenistan,TKM,1997,333
3188,AS,Asia,Turkmenistan,TKM,1998,405
3189,AS,Asia,Turkmenistan,TKM,1999,442
3190,AS,Asia,Turkmenistan,TKM,2000,383
3191,AS,Asia,Turkmenistan,TKM,2001,445
3192,AS,Asia,Turkmenistan,TKM,2002,416
3193,AS,Asia,Turkmenistan,TKM,2003,377
3194,AS,Asia,Turkmenistan,TKM,2004,392
3195,AS,Asia,Turkmenistan,TKM,2005,468
3196,AS,Asia,Turkmenistan,TKM,2006,506
3197,AS,Asia,Turkmenistan,TKM,2007,354
3198,AS,Asia,Turkmenistan,TKM,2008,484
3199,AS,Asia,Turkmenistan,TKM,2009,165
3200,AS,Asia,Turkmenistan,TKM,2010,178
3201,AS,Asia,Turkmenistan,TKM,2011,130
3202,AS,Asia,Turkmenistan,TKM,2012,138
3203,AS,Asia,Turkmenistan,TKM,2013,101
3204,AS,Asia,Turkmenistan,TKM,2014,136
3205,AS,Asia,Turkmenistan,TKM,2015,133
3206,NA,North America,Turks and Caicos Islands,TCA,1980,0
3207,NA,North America,Turks and Caicos Islands,TCA,1981,0
3208,NA,North America,Turks and Caicos Islands,TCA,1984,0
3209,NA,North America,Turks and Caicos Islands,TCA,1985,0
3210,NA,North America,Turks and Caicos Islands,TCA,1986,0
3211,NA,North America,Turks and Caicos Islands,TCA,1987,0
3212,NA,North America,Turks and Caicos Islands,TCA,1988,0
3213,NA,North America,Turks and Caicos Islands,TCA,1989,0
3214,NA,North America,Turks and Caicos Islands,TCA,1990,0
3215,NA,North America,Turks and Caicos Islands,TCA,1991,0
3216,NA,North America,Turks and Caicos Islands,TCA,1992,0
3217,NA,North America,Turks and Caicos Islands,TCA,1993,0
3218,NA,North America,Turks and Caicos Islands,TCA,1994,1
3219,NA,North America,Turks and Caicos Islands,TCA,1995,1
3220,NA,North America,Turks and Caicos Islands,TCA,1996,0
3221,NA,North America,Turks and Caicos Islands,TCA,1997,0
3222,NA,North America,Turks and Caicos Islands,TCA,1998,0
3223,NA,North America,Turks and Caicos Islands,TCA,1999,0
3224,NA,North America,Turks and Caicos Islands,TCA,2000,0
3225,NA,North America,Turks and Caicos Islands,TCA,2001,0
3226,NA,North America,Turks and Caicos Islands,TCA,2002,0
3227,NA,North America,Turks and Caicos Islands,TCA,2003,1
3228,NA,North America,Turks and Caicos Islands,TCA,2004,1
3229,NA,North America,Turks and Caicos Islands,TCA,2005,0
3230,NA,North America,Turks and Caicos Islands,TCA,2006,0
3231,NA,North America,Turks and Caicos Islands,TCA,2007,0
3232,NA,North America,Turks and Caicos Islands,TCA,2008,0
3233,NA,North America,Turks and Caicos Islands,TCA,2009,1
3234,NA,North America,Turks and Caicos Islands,TCA,2013,0
3235,NA,North America,Turks and Caicos Islands,TCA,2014,1
3236,EU,Europe,Ukraine,UKR,1981,11883
3237,EU,Europe,Ukraine,UKR,1982,12528
3238,EU,Europe,Ukraine,UKR,1985,11339
3239,EU,Europe,Ukraine,UKR,1986,9470
3240,EU,Europe,Ukraine,UKR,1987,10050
3241,EU,Europe,Ukraine,UKR,1988,9751
3242,EU,Europe,Ukraine,UKR,1989,10887
3243,EU,Europe,Ukraine,UKR,1990,10645
3244,EU,Europe,Ukraine,UKR,1991,10700
3245,EU,Europe,Ukraine,UKR,1992,11666
3246,EU,Europe,Ukraine,UKR,1993,12469
3247,EU,Europe,Ukraine,UKR,1994,13826
3248,EU,Europe,Ukraine,UKR,1995,14541
3249,EU,Europe,Ukraine,UKR,1996,15160
3250,EU,Europe,Ukraine,UKR,1997,14903
3251,EU,Europe,Ukraine,UKR,1998,14789
3252,EU,Europe,Ukraine,UKR,1999,14363
3253,EU,Europe,Ukraine,UKR,2000,14467
3254,EU,Europe,Ukraine,UKR,2001,13131
3255,EU,Europe,Ukraine,UKR,2002,12536
3256,EU,Europe,Ukraine,UKR,2003,12313
3257,EU,Europe,Ukraine,UKR,2004,11256
3258,EU,Europe,Ukraine,UKR,2005,10621
3259,EU,Europe,Ukraine,UKR,2006,10013
3260,EU,Europe,Ukraine,UKR,2007,10032
3261,EU,Europe,Ukraine,UKR,2008,9454
3262,EU,Europe,Ukraine,UKR,2009,9715
3263,EU,Europe,Ukraine,UKR,2010,9089
3264,EU,Europe,Ukraine,UKR,2011,8973
3265,EU,Europe,Ukraine,UKR,2012,9058
3266,EU,Europe,Ukraine,UKR,2014,7968
3267,EU,Europe,Ukraine,UKR,2015,7574
3268,AS,Asia,United Arab Emirates,ARE,2005,96
3269,AS,Asia,United Arab Emirates,ARE,2006,90
3270,AS,Asia,United Arab Emirates,ARE,2007,101
3271,AS,Asia,United Arab Emirates,ARE,2008,100
3272,AS,Asia,United Arab Emirates,ARE,2009,124
3273,AS,Asia,United Arab Emirates,ARE,2010,111
3274,EU,Europe,United Kingdom,GBR,1979,4765
3275,EU,Europe,United Kingdom,GBR,1980,4917
3276,EU,Europe,United Kingdom,GBR,1981,5025
3277,EU,Europe,United Kingdom,GBR,1982,4933
3278,EU,Europe,United Kingdom,GBR,1983,4926
3279,EU,Europe,United Kingdom,GBR,1984,4943
3280,EU,Europe,United Kingdom,GBR,1985,5105
3281,EU,Europe,United Kingdom,GBR,1986,4839
3282,EU,Europe,United Kingdom,GBR,1987,4594
3283,EU,Europe,United Kingdom,GBR,1988,4971
3284,EU,Europe,United Kingdom,GBR,1989,4361
3285,EU,Europe,United Kingdom,GBR,1990,4643
3286,EU,Europe,United Kingdom,GBR,1991,4547
3287,EU,Europe,United Kingdom,GBR,1992,4628
3288,EU,Europe,United Kingdom,GBR,1993,4462
3289,EU,Europe,United Kingdom,GBR,1994,4380
3290,EU,Europe,United Kingdom,GBR,1995,4315
3291,EU,Europe,United Kingdom,GBR,1996,4165
3292,EU,Europe,United Kingdom,GBR,1997,4143
3293,EU,Europe,United Kingdom,GBR,1998,4389
3294,EU,Europe,United Kingdom,GBR,1999,4448
3295,EU,Europe,United Kingdom,GBR,2000,4290
3296,EU,Europe,United Kingdom,GBR,2001,4128
3297,EU,Europe,United Kingdom,GBR,2002,4117
3298,EU,Europe,United Kingdom,GBR,2003,3979
3299,EU,Europe,United Kingdom,GBR,2004,4183
3300,EU,Europe,United Kingdom,GBR,2005,4047
3301,EU,Europe,United Kingdom,GBR,2006,4122
3302,EU,Europe,United Kingdom,GBR,2007,3897
3303,EU,Europe,United Kingdom,GBR,2008,4259
3304,EU,Europe,United Kingdom,GBR,2009,4246
3305,EU,Europe,United Kingdom,GBR,2010,4188
3306,EU,Europe,United Kingdom,GBR,2011,4393
3307,EU,Europe,United Kingdom,GBR,2012,4444
3308,EU,Europe,United Kingdom,GBR,2013,4824
3309,EU,Europe,United Kingdom,GBR,2014,4788
3310,EU,Europe,United Kingdom,GBR,2015,4910
3311,NA,North America,United States,USA,1979,27189
3312,NA,North America,United States,USA,1980,26852
3313,NA,North America,United States,USA,1981,27574
3314,NA,North America,United States,USA,1982,28226
3315,NA,North America,United States,USA,1983,28280
3316,NA,North America,United States,USA,1984,29267
